,,,,invariance_execution_time_ms,invariance_num_clusters,invariance_num_clusters/ms,invariance_variance,invariance_variance*ms,isomorphism_execution_time_ms,isomorphism_check_count,isomorphism_num_clusters
0,0.5,3,weisfeiler_lehman_graph_hash_(2),1570.7552433013916,559,0.3558797606335546,73168737,114930177288.49054,3028.679132461548,35870,560
0,0.5,3,weisfeiler_lehman_graph_hash_(3),2028.4218788146973,560,0.27607669087420533,73168699,148416989896.00705,3040.9908294677734,35869,560
0,1.0,1,no_invariant,91.17507934570312,1,0.010967909292498221,5308433881,483996880301.59375,45637.4409198761,2371615,754
0,1.0,1,node_label_histogram,514.427900314331,590,1.146905134110129,401886351,206741551709.91827,6623.287916183472,83108,754
0,1.0,1,node_label_with_edges_histogram,1695.359230041504,705,0.41584107220906863,398031917,674807084337.0638,6538.382053375244,81275,754
0,1.0,1,edge_label_with_nodes_histogram,1430.7703971862793,726,0.507418941171648,293224391,419536778375.77484,6129.529237747192,72677,754
0,1.0,1,weisfeiler_lehman_graph_hash_(1),2159.334659576416,752,0.3482554205597364,292852707,632367000375.877,6130.513429641724,72120,754
0,1.0,1,weisfeiler_lehman_graph_hash_(2),3146.087646484375,753,0.23934488946658777,292852347,921339151140.6555,6170.893669128418,72110,754
0,1.0,1,weisfeiler_lehman_graph_hash_(3),4087.344169616699,754,0.184471864543452,292851927,1196986616384.4653,6171.638011932373,72105,754
0,1.0,2,no_invariant,96.64440155029297,1,0.01034721084676186,5308433881,513030415598.5441,48626.40953063965,2434361,754
0,1.0,2,node_label_histogram,511.59048080444336,590,1.1532661809349203,401886351,205601231536.83328,6638.649225234985,81990,754
0,1.0,2,node_label_with_edges_histogram,1687.0887279510498,705,0.41787962204940726,398031917,671515160535.4479,6481.606245040894,78651,754
0,1.0,2,edge_label_with_nodes_histogram,1430.5222034454346,726,0.5075069776976673,293224391,419464001917.2656,6180.562496185303,72287,754
0,1.0,2,weisfeiler_lehman_graph_hash_(1),2126.4162063598633,752,0.35364666510293497,292852707,622726742241.1566,6203.886985778809,72120,754
0,1.0,2,weisfeiler_lehman_graph_hash_(2),3115.165948867798,753,0.24172066989679206,292852347,912283659420.4166,6172.230958938599,72110,754
0,1.0,2,weisfeiler_lehman_graph_hash_(3),4066.5125846862793,754,0.185416861327178,292851927,1190886046595.1277,6185.034990310669,72105,754
0,1.0,3,no_invariant,96.88210487365723,1,0.010321823636099648,5308433881,514292247973.91724,44021.506786346436,2312400,754
0,1.0,3,node_label_histogram,497.93243408203125,590,1.184899716540259,401886351,200112248977.77557,6588.315486907959,82405,754
0,1.0,3,node_label_with_edges_histogram,1711.3265991210938,705,0.41196110687584425,398031917,681162606861.2595,6510.916233062744,79758,754
0,1.0,3,edge_label_with_nodes_histogram,1470.4055786132812,726,0.49374132590321124,293224391,431158780311.882,6164.729595184326,72342,754
0,1.0,3,weisfeiler_lehman_graph_hash_(1),2136.547327041626,752,0.3519697366316983,292852707,625693668357.7545,6129.39977645874,72120,754
0,1.0,3,weisfeiler_lehman_graph_hash_(2),3124.19056892395,753,0.2410224291341332,292852347,914926540584.644,6167.870759963989,72110,754
0,1.0,3,weisfeiler_lehman_graph_hash_(3),4074.9058723449707,754,0.18503494893394887,292851927,1193344037059.8406,6168.216228485107,72105,754
